CD_CB;CD_CB_SUP;LEVEL;LB_LEVEL;FRANCE;label
31.2383;31.238;6;Niveau 6;TRUE;Landes anglo-normandes à Ulex minor et Calluna
31.239;31.23;5;Niveau 5;TRUE;Landes aquitano-ligériennes à Ajoncs nains
31.2391;31.239;6;Niveau 6;TRUE;Landes aquitano-ligériennes à Ulex minor et Erica cinerea
31.2392;31.239;6;Niveau 6;TRUE;Landes aquitano-ligériennes à Ulex minor et Erica ciliaris
31.2393;31.239;6;Niveau 6;TRUE;Landes aquitano-ligériennes à Ulex minor et Erica scoparia
31.24;31.2;4;Niveau 4;TRUE;Landes ibéro-atlantiques à Erica, Ulex et Cistus
31.241;31.24;5;Niveau 5;TRUE;Landes gasconnes
31.2411;31.241;6;Niveau 6;TRUE;Landes aquitaniennes à Erica et Cistus
31.2412;31.241;6;Niveau 6;TRUE;Landes arides de Gascogne et de Sologne
31.2413;31.241;6;Niveau 6;FALSE;
31.242;31.24;5;Niveau 5;FALSE;
31.2421;31.242;6;Niveau 6;FALSE;
31.2422;31.242;6;Niveau 6;FALSE;
31.243;31.24;5;Niveau 5;FALSE;
31.2431;31.243;6;Niveau 6;FALSE;
31.2432;31.243;6;Niveau 6;FALSE;
31.244;31.24;5;Niveau 5;FALSE;
31.2441;31.244;6;Niveau 6;FALSE;
31.2442;31.244;6;Niveau 6;FALSE;
31.2443;31.244;6;Niveau 6;FALSE;
31.245;31.24;5;Niveau 5;FALSE;
31.2451;31.245;6;Niveau 6;FALSE;
31.2452;31.245;6;Niveau 6;FALSE;
31.2453;31.245;6;Niveau 6;FALSE;
31.246;31.24;5;Niveau 5;FALSE;
31.2461;31.246;6;Niveau 6;FALSE;
31.2462;31.246;6;Niveau 6;FALSE;
31.2463;31.246;6;Niveau 6;FALSE;
31.2464;31.246;6;Niveau 6;FALSE;
31.247;31.24;5;Niveau 5;FALSE;
31.248;31.24;5;Niveau 5;FALSE;
31.249;31.24;5;Niveau 5;FALSE;
31.3;31;3;Niveau 3;FALSE;
31.31;31.3;4;Niveau 4;FALSE;
31.311;31.31;5;Niveau 5;FALSE;
31.312;31.31;5;Niveau 5;FALSE;
31.32;31.3;4;Niveau 4;FALSE;
31.33;31.3;4;Niveau 4;FALSE;
31.34;31.3;4;Niveau 4;FALSE;
31.35;31.3;4;Niveau 4;FALSE;
31.36;31.3;4;Niveau 4;FALSE;
31.4;31;3;Niveau 3;TRUE;Landes alpines et boréales
31.41;31.4;4;Niveau 4;TRUE;Landes naines à Azalée et à Vaccinium
31.411;31.41;5;Niveau 5;TRUE;Landes à Loiseleuria
31.412;31.41;5;Niveau 5;TRUE;Landes alpines à Vaccinium
31.42;31.4;4;Niveau 4;TRUE;Landes à Rhododendron
31.43;31.4;4;Niveau 4;TRUE;Fourrés à Genévriers nains
31.431;31.43;5;Niveau 5;TRUE;Fourrés à Juniperus communis subsp. nana
31.432;31.43;5;Niveau 5;TRUE;Fourrés à Juniperus sabina
31.433;31.43;5;Niveau 5;TRUE;Fourrés à Juniperus communis subsp. hemisphaerica
31.434;31.43;5;Niveau 5;FALSE;
31.44;31.4;4;Niveau 4;TRUE;Landes à Empetrum et Vaccinium
31.45;31.4;4;Niveau 4;FALSE;
31.451;31.45;5;Niveau 5;FALSE;
31.452;31.45;5;Niveau 5;FALSE;
31.453;31.45;5;Niveau 5;FALSE;
31.46;31.4;4;Niveau 4;FALSE;
31.47;31.4;4;Niveau 4;TRUE;Landes à Arctostaphylos uva-ursi
31.48;31.4;4;Niveau 4;TRUE;Landes à Rhododendron hirsutum
31.49;31.4;4;Niveau 4;TRUE;Tapis à Dryade
31.491;31.49;5;Niveau 5;TRUE;Tapis de Dryas de haute montagne
31.492;31.49;5;Niveau 5;FALSE;
31.493;31.49;5;Niveau 5;FALSE;
31.494;31.49;5;Niveau 5;FALSE;
31.495;31.49;5;Niveau 5;FALSE;
31.4A;31.4;4;Niveau 4;FALSE;
31.5;31;3;Niveau 3;TRUE;Fourré bas de Pins mugo
31.51;31.5;4;Niveau 4;TRUE;Fourrés bas de Pins mugo des Alpes internes
31.52;31.5;4;Niveau 4;FALSE;
31.53;31.5;4;Niveau 4;TRUE;Fourrés bas de Pins mugo des Alpes sud-occidentales
31.54;31.5;4;Niveau 4;FALSE;
31.6;31;3;Niveau 3;TRUE;Fourrés subalpins et communautés de hautes herbes (mégaphorbiaies)
31.61;31.6;4;Niveau 4;TRUE;Broussailles d'Aulnes verts
31.611;31.61;5;Niveau 5;TRUE;Fourrés d'Aulnes verts des Alpes
31.612;31.61;5;Niveau 5;TRUE;Broussailles corses d'Alnus viridis subsp. suaveolens
31.62;31.6;4;Niveau 4;TRUE;Fourrés de Saules
31.621;31.62;5;Niveau 5;TRUE;Fourrés de Saules pyrénéo-alpiens
31.6211;31.621;6;Niveau 6;TRUE;Brousses à Saules bas des Alpes
31.6212;31.621;6;Niveau 6;TRUE;Brousses alpiennes à Saules prostrés
31.6213;31.621;6;Niveau 6;TRUE;Brousses alpiennes de Saules élevés
31.6214;31.621;6;Niveau 6;TRUE;Broussailles de Saules pyrénéens
31.622;31.62;5;Niveau 5;FALSE;
31.623;31.62;5;Niveau 5;FALSE;
31.63;31.6;4;Niveau 4;TRUE;Mégaphorbiaies subalpines avec buissons
31.64;31.6;4;Niveau 4;FALSE;
31.7;31;3;Niveau 3;TRUE;Landes épineuses (= Landes hérisson)
31.71;31.7;4;Niveau 4;TRUE;Landes épineuses pyrénéennes
31.72;31.7;4;Niveau 4;FALSE;
31.721;31.72;5;Niveau 5;FALSE;
31.722;31.72;5;Niveau 5;FALSE;
31.723;31.72;5;Niveau 5;FALSE;
31.724;31.72;5;Niveau 5;FALSE;
31.73;31.7;4;Niveau 4;FALSE;
31.731;31.73;5;Niveau 5;FALSE;
31.732;31.73;5;Niveau 5;FALSE;
31.733;31.73;5;Niveau 5;FALSE;
31.734;31.73;5;Niveau 5;FALSE;
31.7341;31.734;6;Niveau 6;FALSE;
31.7342;31.734;6;Niveau 6;FALSE;
31.735;31.73;5;Niveau 5;FALSE;
31.74;31.7;4;Niveau 4;TRUE;Landes épineuses franco-ibériques
31.741;31.74;5;Niveau 5;TRUE;Landes épineuses à Erinacea
31.7411;31.741;6;Niveau 6;FALSE;
31.7412;31.741;6;Niveau 6;FALSE;
31.7413;31.741;6;Niveau 6;FALSE;
31.7414;31.741;6;Niveau 6;FALSE;
31.7415;31.741;6;Niveau 6;FALSE;
31.742;31.74;5;Niveau 5;FALSE;
31.7421;31.742;6;Niveau 6;FALSE;
31.7422;31.742;6;Niveau 6;FALSE;
31.7423;31.742;6;Niveau 6;FALSE;
31.7424;31.742;6;Niveau 6;FALSE;
31.743;31.74;5;Niveau 5;FALSE;
31.7431;31.743;6;Niveau 6;FALSE;
31.7432;31.743;6;Niveau 6;FALSE;
31.7433;31.743;6;Niveau 6;FALSE;
31.744;31.74;5;Niveau 5;FALSE;
31.745;31.74;5;Niveau 5;TRUE;Landes en coussinets de Genista
31.7451;31.745;6;Niveau 6;TRUE;Landes en coussinets pyrénéo-cantabriennes
31.7452;31.745;6;Niveau 6;FALSE;
31.7453;31.745;6;Niveau 6;FALSE;
31.7454;31.745;6;Niveau 6;FALSE;
31.7455;31.745;6;Niveau 6;FALSE;
31.7456;31.745;6;Niveau 6;TRUE;Landes en coussinets à Genista lobelii et G. pulchella
31.746;31.74;5;Niveau 5;FALSE;
31.7461;31.746;6;Niveau 6;FALSE;
31.7462;31.746;6;Niveau 6;FALSE;
31.747;31.74;5;Niveau 5;FALSE;
31.7471;31.747;6;Niveau 6;FALSE;
31.7472;31.747;6;Niveau 6;FALSE;
31.75;31.7;4;Niveau 4;TRUE;Landes épineuses cyrno-sardes
31.751;31.75;5;Niveau 5;TRUE;Landes épineuses à Astragalus gennargenteus
31.752;31.75;5;Niveau 5;TRUE;Landes épineuses cyrno-sardes à Euphorbia
31.753;31.75;5;Niveau 5;TRUE;Landes en coussinets cyrno-sardes à Thymus
31.754;31.75;5;Niveau 5;TRUE;Landes épineuses cyrno-sardes à Genista
31.755;31.75;5;Niveau 5;TRUE;Landes épineuses cyrno-sardes à Berberis
31.756;31.75;5;Niveau 5;TRUE;Landes épineuses cyrno-sardes à Anthyllis
31.76;31.7;4;Niveau 4;FALSE;
31.77;31.7;4;Niveau 4;FALSE;
31.771;31.77;5;Niveau 5;FALSE;
31.772;31.77;5;Niveau 5;FALSE;
31.773;31.77;5;Niveau 5;FALSE;
31.774;31.77;5;Niveau 5;FALSE;
31.775;31.77;5;Niveau 5;FALSE;
31.78;31.7;4;Niveau 4;FALSE;
31.79;31.7;4;Niveau 4;FALSE;
31.791;31.79;5;Niveau 5;FALSE;
31.7911;31.791;6;Niveau 6;FALSE;
31.7912;31.791;6;Niveau 6;FALSE;
31.7913;31.791;6;Niveau 6;FALSE;
31.792;31.79;5;Niveau 5;FALSE;
31.7921;31.792;6;Niveau 6;FALSE;
31.7922;31.792;6;Niveau 6;FALSE;
31.793;31.79;5;Niveau 5;FALSE;
31.7931;31.793;6;Niveau 6;FALSE;
31.7932;31.793;6;Niveau 6;FALSE;
31.7A;31.7;4;Niveau 4;FALSE;
31.7A1;31.7A;5;Niveau 5;FALSE;
31.7A2;31.7A;5;Niveau 5;FALSE;
31.7A3;31.7A;5;Niveau 5;FALSE;
31.7A4;31.7A;5;Niveau 5;FALSE;
31.7B;31.7;4;Niveau 4;FALSE;
31.7B1;31.7B;5;Niveau 5;FALSE;
31.7B2;31.7B;5;Niveau 5;FALSE;
31.7B3;31.7B;5;Niveau 5;FALSE;
31.7B4;31.7B;5;Niveau 5;FALSE;
31.7C;31.7;4;Niveau 4;FALSE;
31.7C1;31.7C;5;Niveau 5;FALSE;
31.7C11;31.7C1;6;Niveau 6;FALSE;
31.7C12;31.7C1;6;Niveau 6;FALSE;
31.7C13;31.7C1;6;Niveau 6;FALSE;
31.7C14;31.7C1;6;Niveau 6;FALSE;
31.7C15;31.7C1;6;Niveau 6;FALSE;
31.7C16;31.7C1;6;Niveau 6;FALSE;
31.7C17;31.7C1;6;Niveau 6;FALSE;
31.7C2;31.7C;5;Niveau 5;FALSE;
31.7C21;31.7C2;6;Niveau 6;FALSE;
31.7C22;31.7C2;6;Niveau 6;FALSE;
31.7D;31.7;4;Niveau 4;FALSE;
31.7E;31.7;4;Niveau 4;TRUE;Landes épineuses à Astragalus sempervirens
31.7F;31.7;4;Niveau 4;FALSE;
31.7F1;31.7F;5;Niveau 5;FALSE;
31.7F2;31.7F;5;Niveau 5;FALSE;
31.8;31;3;Niveau 3;TRUE;Fourrés
31.81;31.8;4;Niveau 4;TRUE;Fourrés médio-européens sur sol fertile
31.811;31.81;5;Niveau 5;TRUE;Fruticées à Prunus spinosa et halliers à Rubus fruticosus
31.8111;31.811;6;Niveau 6;TRUE;Fruticées subatlantiques Prunus spinosa et Rubus fruticosus
31.8112;31.811;6;Niveau 6;TRUE;Fruticées atlantiques Prunus spinosa et Rubus fruticosus
31.812;31.81;5;Niveau 5;TRUE;Fruticées à Prunelliers et Troènes
31.8121;31.812;6;Niveau 6;TRUE;Fruticées atlantiques et médio-européennes à Prunelliers et Troènes
31.81211;31.8121;7;Niveau 7;TRUE;Fruticées médio-européennes à Prunelliers et Troènes
31.81212;31.8121;7;Niveau 7;TRUE;Fruticées atlantiques à Crataegus et Hedera
31.812121;31.81212;8;Niveau 8;TRUE;Fruticées atlantiques calciclines
31.812122;31.81212;8;Niveau 8;TRUE;Fruticées calcicoles de bord de route, sur craie
31.8122;31.812;6;Niveau 6;TRUE;Fruticées subméditerranéennes de Prunelliers et de Troènes
31.8123;31.812;6;Niveau 6;TRUE;Fruticées de stations rocailleuses à Cotoneaster et Amélanchier
31.8124;31.812;6;Niveau 6;TRUE;Fruticées d'Argousiers
31.8125;31.812;6;Niveau 6;TRUE;Fruticées intra-alpines à Epine vinette
31.81251;31.8125;7;Niveau 7;TRUE;Fruticées à Prunus brigantiaca
31.81252;31.8125;7;Niveau 7;TRUE;Autres fruticées intra-alpines à Epine vinette
31.8126;31.812;6;Niveau 6;FALSE;
31.82;31.8;4;Niveau 4;TRUE;Fruticées à Buis
31.83;31.8;4;Niveau 4;TRUE;Fruticées atlantiques des sols pauvres
31.831;31.83;5;Niveau 5;TRUE;Ronciers
31.832;31.83;5;Niveau 5;TRUE;Fourrés à Bourdaine, Sorbiers, Chèvrefeuilles
31.84;31.8;4;Niveau 4;TRUE;Landes à Genêts
31.841;31.84;5;Niveau 5;TRUE;Landes médio-européennes à Cytisus scoparius
31.8411;31.841;6;Niveau 6;TRUE;Landes à Genêts des plaines et des collines
31.8412;31.841;6;Niveau 6;TRUE;Landes à Genêts des Alpes
31.8413;31.841;6;Niveau 6;TRUE;Landes du Massif central à Cytisus scoparius
31.8414;31.841;6;Niveau 6;TRUE;Landes à Cytisus scoparius des Pyrénées
31.842;31.84;5;Niveau 5;TRUE;Landes à Cytisus purgans
31.8421;31.842;6;Niveau 6;TRUE;Landes à Cytisus purgans des Cévennes
31.8422;31.842;6;Niveau 6;TRUE;Landes à Cytisus purgans pyrénéennes
31.8423;31.842;6;Niveau 6;FALSE;
31.8424;31.842;6;Niveau 6;FALSE;
31.8425;31.842;6;Niveau 6;FALSE;
31.8426;31.842;6;Niveau 6;FALSE;
31.8427;31.842;6;Niveau 6;FALSE;
31.843;31.84;5;Niveau 5;FALSE;
31.8431;31.843;6;Niveau 6;FALSE;
31.8432;31.843;6;Niveau 6;FALSE;
31.8433;31.843;6;Niveau 6;FALSE;
31.8434;31.843;6;Niveau 6;FALSE;
31.8435;31.843;6;Niveau 6;FALSE;
31.8436;31.843;6;Niveau 6;FALSE;
31.8437;31.843;6;Niveau 6;FALSE;
31.844;31.84;5;Niveau 5;FALSE;
31.8441;31.844;6;Niveau 6;FALSE;
31.8442;31.844;6;Niveau 6;FALSE;
31.845;31.84;5;Niveau 5;FALSE;
31.8451;31.845;6;Niveau 6;FALSE;
31.8452;31.845;6;Niveau 6;FALSE;
31.846;31.84;5;Niveau 5;FALSE;
31.85;31.8;4;Niveau 4;TRUE;Landes à Ajoncs
31.86;31.8;4;Niveau 4;TRUE;Landes à Fougères
31.861;31.86;5;Niveau 5;TRUE;Landes subatlantiques à Fougères
31.862;31.86;5;Niveau 5;FALSE;
31.863;31.86;5;Niveau 5;TRUE;Landes supra-méditerranéennes à Fougères
31.87;31.8;4;Niveau 4;TRUE;Clairières forestières
31.871;31.87;5;Niveau 5;TRUE;Clairières herbacées forestières
31.8711;31.871;6;Niveau 6;TRUE;Clairières à Epilobes et Digitales
31.8712;31.871;6;Niveau 6;TRUE;Clairières à Bardane et Belladonne
31.872;31.87;5;Niveau 5;TRUE;Clairières à couvert arbustif
31.88;31.8;4;Niveau 4;TRUE;Fruticées à Genévriers communs
31.881;31.88;5;Niveau 5;TRUE;Landes à Genévriers
31.882;31.88;5;Niveau 5;TRUE;Landes à Genévriers
31.883;31.88;5;Niveau 5;FALSE;
31.89;31.8;4;Niveau 4;TRUE;Fourrés caducifoliés sub-méditerranéens sud-occidentaux
31.891;31.89;5;Niveau 5;TRUE;Fourrés caducifoliés sub-méditerranéens franco-ibériques
31.892;31.89;5;Niveau 5;FALSE;
31.893;31.89;5;Niveau 5;FALSE;
31.894;31.89;5;Niveau 5;FALSE;
31.8A;31.8;4;Niveau 4;TRUE;Fourrés tyrrhéniens subméditerranéens caducifoliés
31.8A1;31.8A;5;Niveau 5;TRUE;Fourrés cyrno-sardes subméditerranéens caducifoliés
31.8A2;31.8A;5;Niveau 5;FALSE;
31.8B;31.8;4;Niveau 4;TRUE;Fourrés caducifoliés sub-méditerranéens sud-orientaux
31.8B1;31.8B;5;Niveau 5;FALSE;
31.8B2;31.8B;5;Niveau 5;FALSE;
31.8B3;31.8B;5;Niveau 5;FALSE;
31.8B4;31.8B;5;Niveau 5;FALSE;
31.8C;31.8;4;Niveau 4;TRUE;Fourrés de Noisetiers
31.8D;31.8;4;Niveau 4;TRUE;Recrûs forestiers caducifoliés
31.8E;31.8;4;Niveau 4;TRUE;Taillis
31.8F;31.8;4;Niveau 4;TRUE;Fourrés mixtes
31.8G;31.8;4;Niveau 4;TRUE;Prébois de résineux
32;3;2;Niveau 2;TRUE;Fruticées sclérophylles
32.1;32;3;Niveau 3;TRUE;Matorral arborescent
32.11;32.1;4;Niveau 4;TRUE;Matorral à Chênes sempervirents
32.111;32.11;5;Niveau 5;TRUE;Matorral de Quercus suber
32.112;32.11;5;Niveau 5;TRUE;Matorral acidiphile de Quercus ilex
32.113;32.11;5;Niveau 5;TRUE;Matorral calciphile à Quercus ilex, Q. coccifera
32.114;32.11;5;Niveau 5;FALSE;
32.1141;32.114;6;Niveau 6;FALSE;
32.1142;32.114;6;Niveau 6;FALSE;
32.1143;32.114;6;Niveau 6;FALSE;
32.115;32.11;5;Niveau 5;FALSE;
32.116;32.11;5;Niveau 5;FALSE;
32.1161;32.116;6;Niveau 6;FALSE;
32.1162;32.116;6;Niveau 6;FALSE;
32.12;32.1;4;Niveau 4;TRUE;Matorral à Oliviers et Lentisques
32.121;32.12;5;Niveau 5;TRUE;Matorral arborescent à Olivier sauvage
32.122;32.12;5;Niveau 5;TRUE;Matorral arborescent à Caroubier
32.123;32.12;5;Niveau 5;TRUE;Matorral arborescent à Lentisque
32.124;32.12;5;Niveau 5;TRUE;Matorral arborescent à Myrte
32.125;32.12;5;Niveau 5;FALSE;
32.13;32.1;4;Niveau 4;TRUE;Matorral à Genévriers
32.131;32.13;5;Niveau 5;TRUE;Matorral arborescent à Juniperus oxycedrus
32.1311;32.131;6;Niveau 6;TRUE;Matorral arborescent interne à Juniperus oxycedrus
32.1312;32.131;6;Niveau 6;TRUE;Matorral arborescent à Juniperus macrocarpa
32.1313;32.131;6;Niveau 6;FALSE;
32.132;32.13;5;Niveau 5;TRUE;Matorral arborescent à Juniperus phoenicea
32.1321;32.132;6;Niveau 6;TRUE;Matorral arborescent, intérieur, à Juniperus phoenicea
32.1322;32.132;6;Niveau 6;TRUE;Matorral arborescent à Juniperus lycia
32.133;32.13;5;Niveau 5;FALSE;
32.1331;32.133;6;Niveau 6;FALSE;
32.1332;32.133;6;Niveau 6;FALSE;
32.134;32.13;5;Niveau 5;TRUE;Matorral arborescent à Juniperus communis
32.135;32.13;5;Niveau 5;FALSE;
32.136;32.13;5;Niveau 5;TRUE;Matorral arborescent à Juniperus thurifera
32.14;32.1;4;Niveau 4;TRUE;Matorral à Pins
32.141;32.14;5;Niveau 5;TRUE;Matorral arborescent à Pin mésogéen (Pinus pinaster)
32.142;32.14;5;Niveau 5;TRUE;Matorral arborescent à Pin pignon (Pinus pinea)
32.143;32.14;5;Niveau 5;TRUE;Matorral arborescent à Pin d'Alep (Pinus halepensis)
32.144;32.14;5;Niveau 5;FALSE;
32.145;32.14;5;Niveau 5;TRUE;Matorral arborescent à Pin noir ou à Pin sylvestre
32.15;32.1;4;Niveau 4;FALSE;
32.16;32.1;4;Niveau 4;TRUE;Matorral arborescent à chênes caducifoliés
32.161;32.16;5;Niveau 5;FALSE;
32.162;32.16;5;Niveau 5;TRUE;Matorral occidental à Chênes caducifoliés
32.17;32.1;4;Niveau 4;FALSE;
32.18;32.1;4;Niveau 4;TRUE;Matorral à Lauriers
32.19;32.1;4;Niveau 4;FALSE;
32.1A;32.1;4;Niveau 4;FALSE;
32.2;32;3;Niveau 3;TRUE;Formations arbustives thermo-méditerranéennes
32.21;32.2;4;Niveau 4;TRUE;Fruticées, fourrés et landes-garrigues thermo-méditerranéennes
32.211;32.21;5;Niveau 5;TRUE;Fruticées à Oliviers et Lentisques
32.212;32.21;5;Niveau 5;TRUE;Landes-garrigues thermo-méditerranéennes
32.2121;32.212;6;Niveau 6;TRUE;Landes-garrigues occidentales à Erica multiflora
32.2122;32.212;6;Niveau 6;FALSE;
32.2123;32.212;6;Niveau 6;FALSE;
32.213;32.21;5;Niveau 5;FALSE;
32.214;32.21;5;Niveau 5;TRUE;Fruticée à Lentisques
32.215;32.21;5;Niveau 5;TRUE;Fruticée à Calicotome
32.216;32.21;5;Niveau 5;TRUE;Fourrés à Lauriers
32.217;32.21;5;Niveau 5;TRUE;Garrigues côtières à Helichrysum
32.218;32.21;5;Niveau 5;TRUE;Fourrés à Myrtes
32.219;32.21;5;Niveau 5;TRUE;Buissons thermo-méditerranéens à Chênes kermès
32.2191;32.219;6;Niveau 6;FALSE;
32.2192;32.219;6;Niveau 6;TRUE;Fruticées thermo-méditerranéennes tyrrhéniennes à chêne kermès
32.2193;32.219;6;Niveau 6;FALSE;
32.21A;32.21;5;Niveau 5;FALSE;
32.21A1;32.21A;6;Niveau 6;FALSE;
32.21A2;32.21A;6;Niveau 6;FALSE;
32.21A3;32.21A;6;Niveau 6;TRUE;Fourrés occidentaux à Phillyrea
32.21A4;32.21A;6;Niveau 6;FALSE;
32.21B;32.21;5;Niveau 5;TRUE;Fruticées à Nerprun et asperges
32.21C;32.21;5;Niveau 5;TRUE;Buissons à Osyris
32.21D;32.21;5;Niveau 5;TRUE;Fourrés à Aliboufier
32.21E;32.21;5;Niveau 5;FALSE;
32.21F;32.21;5;Niveau 5;FALSE;
32.21G;32.21;5;Niveau 5;FALSE;
32.21G1;32.21G;6;Niveau 6;FALSE;
32.21G2;32.21G;6;Niveau 6;FALSE;
32.21H;32.21;5;Niveau 5;FALSE;
32.21I;32.21;5;Niveau 5;TRUE;Brousses thermo-méditerranéennes à Genévriers
32.22;32.2;4;Niveau 4;TRUE;Formations à Euphorbes
32.23;32.2;4;Niveau 4;TRUE;Garrigues à Ampelodesmos mauritanica
32.24;32.2;4;Niveau 4;TRUE;Fruticée à Palmier nain
32.25;32.2;4;Niveau 4;FALSE;
32.251;32.25;5;Niveau 5;FALSE;
32.252;32.25;5;Niveau 5;FALSE;
32.253;32.25;5;Niveau 5;FALSE;
32.254;32.25;5;Niveau 5;FALSE;
32.255;32.25;5;Niveau 5;FALSE;
32.256;32.25;5;Niveau 5;FALSE;
32.2561;32.256;6;Niveau 6;FALSE;
32.2562;32.256;6;Niveau 6;FALSE;
32.2563;32.256;6;Niveau 6;FALSE;
32.2564;32.256;6;Niveau 6;FALSE;
32.257;32.25;5;Niveau 5;FALSE;
32.2571;32.257;6;Niveau 6;FALSE;
32.2572;32.257;6;Niveau 6;FALSE;
32.25721;32.2572;7;Niveau 7;FALSE;
32.25722;32.2572;7;Niveau 7;FALSE;
32.25723;32.2572;7;Niveau 7;FALSE;
32.25724;32.2572;7;Niveau 7;FALSE;
32.26;32.2;4;Niveau 4;TRUE;Rétamaies thermoméditerranéennes
32.261;32.26;5;Niveau 5;FALSE;
32.262;32.26;5;Niveau 5;FALSE;
32.263;32.26;5;Niveau 5;FALSE;
32.264;32.26;5;Niveau 5;FALSE;
32.265;32.26;5;Niveau 5;FALSE;
32.266;32.26;5;Niveau 5;FALSE;
32.267;32.26;5;Niveau 5;FALSE;
32.268;32.26;5;Niveau 5;FALSE;
32.269;32.26;5;Niveau 5;FALSE;
32.26A;32.26;5;Niveau 5;FALSE;
32.26B;32.26;5;Niveau 5;FALSE;
32.27;32.2;4;Niveau 4;TRUE;Landes à ajoncs méditerranéens
32.271;32.27;5;Niveau 5;FALSE;
32.272;32.27;5;Niveau 5;FALSE;
32.273;32.27;5;Niveau 5;FALSE;
32.274;32.27;5;Niveau 5;TRUE;Landes à Ulex parviflorus franco-ibériennes
32.275;32.27;5;Niveau 5;FALSE;
32.276;32.27;5;Niveau 5;FALSE;
32.28;32.2;4;Niveau 4;FALSE;
32.281;32.28;5;Niveau 5;FALSE;
32.282;32.28;5;Niveau 5;FALSE;
32.283;32.28;5;Niveau 5;FALSE;
32.284;32.28;5;Niveau 5;FALSE;
32.285;32.28;5;Niveau 5;FALSE;
32.2851;32.285;6;Niveau 6;FALSE;
32.2852;32.285;6;Niveau 6;FALSE;
32.2853;32.285;6;Niveau 6;FALSE;
32.286;32.28;5;Niveau 5;FALSE;
32.29;32.2;4;Niveau 4;FALSE;
32.291;32.29;5;Niveau 5;FALSE;
32.292;32.29;5;Niveau 5;FALSE;
32.2A;32.2;4;Niveau 4;FALSE;
32.2A1;32.2A;5;Niveau 5;FALSE;
32.2A2;32.2A;5;Niveau 5;FALSE;
32.2A3;32.2A;5;Niveau 5;FALSE;
32.2A4;32.2A;5;Niveau 5;FALSE;
32.2B;32.2;4;Niveau 4;FALSE;
32.2B1;32.2B;5;Niveau 5;FALSE;
32.2B2;32.2B;5;Niveau 5;FALSE;
32.2B3;32.2B;5;Niveau 5;FALSE;
32.2B4;32.2B;5;Niveau 5;FALSE;
32.2B5;32.2B;5;Niveau 5;FALSE;
32.2C;32.2;4;Niveau 4;FALSE;
32.2C1;32.2C;5;Niveau 5;FALSE;
32.2C2;32.2C;5;Niveau 5;FALSE;
32.3;32;3;Niveau 3;TRUE;Maquis silicicoles méso-méditerranéens
32.31;32.3;4;Niveau 4;TRUE;Maquis hauts
32.311;32.31;5;Niveau 5;TRUE;Maquis hauts de Méditerranée occidentale
32.312;32.31;5;Niveau 5;FALSE;
32.313;32.31;5;Niveau 5;FALSE;
32.32;32.3;4;Niveau 4;TRUE;Maquis bas à Ericacées
32.33;32.3;4;Niveau 4;TRUE;Maquis hauts à Cistus
32.331;32.33;5;Niveau 5;FALSE;
32.332;32.33;5;Niveau 5;FALSE;Maquis ibérien central à grand Ciste
32.333;32.33;5;Niveau 5;FALSE;
32.334;32.33;5;Niveau 5;TRUE;Maquis tyrrhénéens hauts à Cistus
32.34;32.3;4;Niveau 4;TRUE;Maquis bas à Cistes (Cistus sp. pl.)
32.341;32.34;5;Niveau 5;TRUE;Maquis à Cistus monspeliensis
32.342;32.34;5;Niveau 5;TRUE;Maquis à Cistus salviifolius
32.343;32.34;5;Niveau 5;TRUE;Maquis à Cistus populifolius
32.344;32.34;5;Niveau 5;TRUE;Maquis à Cistus laurifolius
32.345;32.34;5;Niveau 5;FALSE;
32.346;32.34;5;Niveau 5;TRUE;Maquis à Cistus crispus
32.347;32.34;5;Niveau 5;TRUE;Maquis à Cistus creticus
32.348;32.34;5;Niveau 5;TRUE;Maquis à Cistus albidus
32.35;32.3;4;Niveau 4;TRUE;Maquis bas à Cistus-Lavandula stoechas
32.351;32.35;5;Niveau 5;TRUE;Maquis centraux méditerranéens à lavande
32.352;32.35;5;Niveau 5;FALSE;
32.353;32.35;5;Niveau 5;FALSE;
32.36;32.3;4;Niveau 4;TRUE;Maquis bas épars
32.37;32.3;4;Niveau 4;TRUE;Maquis dominés par des genêts
32.371;32.37;5;Niveau 5;FALSE;
32.372;32.37;5;Niveau 5;FALSE;
32.4;32;3;Niveau 3;TRUE;Garrigues calcicoles de l'étage méso-méditerranéen occidental
32.41;32.4;4;Niveau 4;TRUE;Garrigues à chênes kermès
32.42;32.4;4;Niveau 4;TRUE;Garrigues à romarin
32.43;32.4;4;Niveau 4;TRUE;Garrigues à cistes
32.431;32.43;5;Niveau 5;TRUE;Garrigues à Cistus albidus
32.432;32.43;5;Niveau 5;FALSE;
32.433;32.43;5;Niveau 5;TRUE;Garrigues à C. monspeliensis, C. salviifolius, C. incanus
32.44;32.4;4;Niveau 4;TRUE;Garrigues à euphorbes
32.441;32.44;5;Niveau 5;TRUE;Garrigues à euphorbe épineuse
32.442;32.44;5;Niveau 5;FALSE;
32.45;32.4;4;Niveau 4;TRUE;Garrigues à genévrier oxycèdre
32.46;32.4;4;Niveau 4;TRUE;Garrigues à lavande
32.461;32.46;5;Niveau 5;TRUE;Stations à lavande
32.462;32.46;5;Niveau 5;TRUE;Garrigues mixtes à lavande
32.47;32.4;4;Niveau 4;TRUE;Garrigues à thym, sauge, germandrée et autres labiées
32.48;32.4;4;Niveau 4;TRUE;Garrigues à Genista
