CD_EUNIS;CD_EUNIS_SUP;LEVEL;LB_LEVEL;France_av;FRANCE;LB_EUNIS_FR;DESCRIPTION_FR;label
D4.111;D4.11;5;Niveau 5;FALSE;FALSE;;;Hiberno-Britannic black bogrush fens
D4.112;D4.11;5;Niveau 5;FALSE;TRUE;Bas-marais germano-français à Choin noirâtre;Communautés des bas-marais alcalins dominées ou riches en [Schoenus nigricans]. Ces communautés se retrouvent en Europe continentale atlantique, de l’ouest de la France au Schleswig-Holstein.;Germano-Gallic black bogrush fens
D4.113;D4.11;5;Niveau 5;FALSE;TRUE;Bas-marais centro-européens à Choin noirâtre;Communautés des bas-marais calcaires à fortes fluctuations du niveau d’eau dominées ou riches en [Schoenus nigricans]. Elles appartiennent aux régions alpines et périalpines à étés chauds de l’Allemagne, de la Suisse, de l’Autriche, de l’Italie, de la France, du quadrilatère de Bohème et aux zones subcontinentales du Mecklenburg-Vorpommern, de la Pologne et de la Lituanie.;Central European black bogrush fens
D4.114;D4.11;5;Niveau 5;TRUE;FALSE;;;Illyrian black bogrush fens
D4.115;D4.11;5;Niveau 5;TRUE;FALSE;;;Pannonic black bogrush fens
D4.116;D4.11;5;Niveau 5;FALSE;FALSE;;;Intra-Carpathian black bogrush fens
D4.12;D4.1;4;Niveau 4;FALSE;TRUE;Bas-marais à [Schoenus ferrugineus];Communautés des bas-marais alcalins dominées par [Schoenus ferrugineus], des régions némorale et boréo-némorale d’Europe. Elles sont cantonnées pour l’essentiel aux régions alpine et périalpine et à la périphérie de la région baltique, avec des stations isolées en dehors de l’aire de répartition, notamment à l’est de l’Écosse.;[Schoenus ferrugineus] fens
D4.121;D4.12;5;Niveau 5;FALSE;TRUE;Bas-marais périalpins à Choin ferrugineux;Formations des régions alpines et périalpines à prédominence de [Schoenus ferrugineus] dans la strate graminéenne qui est souvent écrasante, ce qui confère une teinte brune caractéristique aux bas-marais en été. [Schoenus ferrugineus] peut être accompagné de [Schoenus nigricans], [Eriophorum latifolium], [Carex hostiana], [Carex davalliana], [Carex panicea], [Carex flacca], [Carex lepidocarpa], [Carex demissa], [Carex dioica], [Eleocharis quinqueflora], [Molinia caerulea]. Parmi les herbes non graminéennes se trouvent [Pinguicula vulgaris], [Gentiana utriculosa], [Drosera anglica], [Primula farinosa], [Parnassia palustris], [Dactylorhiza traunsteineri], [Dactylorhiza lapponica], [Tofieldia calyculata]. La riche strate muscinale est composée de [Drepanocladus intermedius], [Drepanocladus revolvens], [Campylium stellatum].;Peri-Alpine brown bogrush fens
D4.122;D4.12;5;Niveau 5;TRUE;FALSE;;;Scottish brown bogrush fens
D4.123;D4.12;5;Niveau 5;FALSE;FALSE;;;Northern brown bogrush fens
D4.13;D4.1;4;Niveau 4;TRUE;TRUE;Bas-marais subcontinentaux à [Carex davalliana];Communautés diverses, souvent étendues, des bas-marais calcaires d’Europe centrale, avec [Carex davalliana], [Carex hostiana], [Carex lepidocarpa], [Carex capillaris], [Carex panicea], [Carex nigra], [Carex demissa], [Carex flava], [Carex pulicaris], [Eriophorum latifolium], [Blysmus compressus], [Schoenus ferrugineus], [Eleocharis quinqueflora], [Juncus articulatus], [Juncus subnodulosus], [Scirpus cespitosus], [Molinia caerulea], [Tofieldia calyculata], [Allium schoenoprasum], [Potentilla erecta], [Swertia perennis], [Primula farinosa], [Parnassia palustris], [Pinguicula vulgaris] et une strate muscinale souvent dominée par les mousses brunes. Ces communautés ont la plus grande diversité d’espèces dans les régions alpine et périalpine et elles sont représentées, de façon appauvrie, jusqu’au système hercynien médio-européen au nord. Les petites Laîches sont généralement abondantes et la dominance peut être mixte ou bien échoir à des espèces du genre [Carex], surtout [Carex davalliana], à [Eriophorum latifolium] ou à [Scirpus cespitosus]. Végétation des alliances [Caricion davallianae] et [Sphagno warnstorfiani-Tomenthypnion].;Subcontinental [Carex davalliana] fens
D4.131;D4.13;5;Niveau 5;FALSE;TRUE;Bas-marais périalpins à Laîche de Davall;Bas-marais calcaires, riches en espèces, des Alpes, des piémonts et des plateaux du pourtour alpin, du plateau suisse, du Jura français, suisse, souabe et franconien et de leur pourtour, souvent à dominance mixte, habituellement avec une prééminence particulière de [Carex davalliana], [Carex panicea], [Carex hostiana], [Carex nigra], [Carex flacca] ou [Eriophorum latifolium], parfois de [Carex microglochin], et avec [Carex lepidocarpa], [Carex capillaris], [Carex nigra], [Carex demissa], [Carex flava], [Carex pulicaris], [Blysmus compressus], [Schoenus ferrugineus], [Eleocharis quinqueflora], [Juncus articulatus], [Scirpus cespitosus], [Molinia caerulea], [Tofieldia calyculata], [Allium schoenoprasum], [Potentilla erecta], [Swertia perennis], [Primula farinosa], [Parnassia palustris], [Pinguicula vulgaris] et une strate muscinale constituée de [Drepanocladus intermedius], [Cratoneuron glaucum], [Campylium stellatum]. Ces communautés extrêmement riches en espèces sont encore représentées par quelques exemples étendus et très bien préservés du plateau bavarois. Ces habitats abritent un grand nombre d’espèces rares, dont l’espèce relicte menacée [Pedicularis sceptrum-carolinum] et les Orchidées [Dactylorhiza traunsteineri], [Dactylorhiza ochroleuca], [Dactylorhiza incarnata], [Herminium monorchis], [Epipactis palustris]. Partout ailleurs dans leur aire de répartition, les bas-marais à Laîche de Davall ont subi un déclin grave, conduisant à leur extinction dans de nombreuses zones.;Peri-Alpine Davall sedge fens
D4.132;D4.13;5;Niveau 5;TRUE;TRUE;Bas-marais à Laîche de Davall et Scirpe en touffe;Faciès généralement appauvris des bas-marais à Laîche de Davall dominés par [Scirpus cespitosus]. [Carex davalliana], [Parnassia palustris], [Potentilla erecta] et les mousses [Campylium stellatum], [Drepanocladus intermedius] sont des compagnes fréquentes.;Deergrass Davall sedge fens
D4.133;D4.13;5;Niveau 5;TRUE;FALSE;;;Bohemio-Pannonic Davall sedge fens
D4.134;D4.13;5;Niveau 5;TRUE;FALSE;;;Carpathian Davall sedge fens
D4.135;D4.13;5;Niveau 5;TRUE;TRUE;Bas-marais septentrionaux à Laîche de Davall;Bas-marais calcaires à [Carex davalliana] des régions septentrionales d’Europe centrale, du nord du Jura, du quadrilatère de Bohème et des Carpates, signalés notamment dans les massifs et les collines hercyniens du centre de l’Allemagne, en Pologne, en Lituanie et en Lettonie.;Northern Davall sedge fens
D4.136;D4.13;5;Niveau 5;TRUE;FALSE;;;Dinaric carnation-tawny sedge fens
D4.14;D4.1;4;Niveau 4;TRUE;TRUE;Bas-marais pyrénéens à [Carex davalliana];Bas-marais calcaires peu communs des Pyrénées, avec [Eriophorum latifolium], [Carex davalliana], [Carex lepidocarpa], [Carex echinata], [Carex rostrata], [Carex flacca], [Carex panicea], [Carex paniculata], [Carex ovalis], [Eleocharis quinqueflora], [Juncus articulatus], [Juncus inflexus], [Tofieldia calyculata], [Epipactis palustris], [Crepis paludosa], [Parnassia palustris], [Succisa pratensis], [Pinguicula grandiflora].;Pyrenean [Carex davalliana] fens
D4.15;D4.1;4;Niveau 4;TRUE;TRUE;Bas-marais à [Carex dioica], [Carex pulicaris] et [Carex flava];"Communautés diversifiées des bas-marais alcalins dominées par des petites Laîches, parmi lesquelles [Carex dioica], [Carex pulicaris] ou des espèces du groupe de [Carex flava] dominent, et [Carex davalliana] est absente ou peu représentée. Leur répartition est nettement occidentale et septentrionale ; elles se trouvent en particulier en Fennoscandie, dans la région baltique, dans les îles Britanniques, dans les Causses, dans la péninsule Ibérique, avec une zone de prépondérance disjointe dans les massifs hercyniens médio-européens et les Carpates.";[Carex dioica], [Carex pulicaris] and [Carex flava] fens
D4.151;D4.15;5;Niveau 5;FALSE;FALSE;;;British dioecious-yellow sedge fens
D4.152;D4.15;5;Niveau 5;FALSE;FALSE;;;Northern dioecious-yellow-tawny sedge fens
D4.1521;D4.152;6;Niveau 6;FALSE;FALSE;;;Fennoscandian brown moss yellow sedge fens
D4.1522;D4.152;6;Niveau 6;TRUE;FALSE;;;Fennoscandian [Sphagnum warnstorfii] yellow sedge fens
D4.1523;D4.152;6;Niveau 6;TRUE;FALSE;;;Eastern Baltic tawny sedge fens
D4.153;D4.15;5;Niveau 5;TRUE;TRUE;Bas-marais médio-européens à Laîche jaune;Communautés de bas-marais des latitudes moyennes d'Europe occidentale continentale et d'Europe centrale, signalées aux Pays-Bas, en Belgique, à l’ouest de l’Allemagne, à l'ouest de la France, au nord de l'Italie, y compris dans les Alpes apuanes, en Autriche, en République Tchèque, en Slovaquie, en Pologne, en Roumanie. Ces communautés sont composées de [Carex dioica], [Carex lepidocarpa], [Carex demissa], [Carex serotina], [Carex panicea], [Eriophorum latifolium] et [Campylium stellatum].;Middle European yellow sedge fens
D4.154;D4.15;5;Niveau 5;TRUE;FALSE;;;Cantabrian yellow sedge fens
D4.155;D4.15;5;Niveau 5;TRUE;FALSE;;;Eastern Iberian rich fens
D4.156;D4.15;5;Niveau 5;TRUE;FALSE;;;Flea sedge fens
D4.16;D4.1;4;Niveau 4;TRUE;TRUE;Bas-marais alcalins à [Carex nigra];Communautés des bas-marais alcalins du domaine paléarctique, dominées par [Carex nigra], accompagnés d’espèces basiphiles et de mousses brunes.;[Carex nigra] alkaline fens
D4.161;D4.16;5;Niveau 5;FALSE;TRUE;Bas-marais alcalins médio-européens à Laîche noire;"Communautés des bas-marais peu alcalins, neutres ou légèrement acides de l’étage montagnard à subalpin des Alpes et des grands massifs hercyniens, notamment de la Forêt Noire, des Vosges et du quadrilatère de Bohème, ainsi que des collines avoisinantes, dominées par [Carex nigra] accompagné d’espèces calciphiles, de mousses brunes et de sphaignes basiphiles. Ces communautés font la transition entre les communautés des bas-marais alcalins de l’unité D4.1 et celles des bas-marais acides de l’unité D2.2, en particulier de l’unité D2.221, en rapport étroit avec les communautés à Laîche dioïque, jaune et puce des unités D4.153 et D4.156, dont certaines d’entre elles constituent des faciès. Des stations similaires, riches en [Carex nigra] ou dominées par cette espèce, apparaissent dans les régions atlantiques, surtout dans les îles Britanniques ; il conviendrait probablement mieux de les rattacher à l’unité D4.15, plus fréquente sur le plan régional.";Middle European black sedge rich fens
D4.162;D4.16;5;Niveau 5;FALSE;FALSE;;;Boreal black sedge-brown moss fens
D4.163;D4.16;5;Niveau 5;FALSE;FALSE;;;Icelandic black sedge-brown moss fens
D4.17;D4.1;4;Niveau 4;FALSE;FALSE;;;[Carex saxatilis] fens
D4.18;D4.1;4;Niveau 4;FALSE;TRUE;Bas-marais à [Carex frigida];Formations principalement subalpines, dominées par [Carex frigida], colonisant des suintements et des ruissellements sur des versants caillouteux des Alpes, des Pyrénées et de la Forêt Noire, avec [Carex davalliana], [Carex demissa], [Carex panicea], [Carex nigra], [Juncus triglumis], [Juncus castaneus], [Blysmus compressus], [Tofieldia calyculata], [Parnassia palustris], [Pinguicula vulgaris], [Pinguicula grandiflora], [Primula farinosa], [Saxifraga aizoides], [Campylium stellatum].;[Carex frigida] fens
D4.19;D4.1;4;Niveau 4;FALSE;FALSE;;;British [Carex demissa] - [Saxifraga aizoides] flushes
D4.2;D4;3;Niveau 3;TRUE;TRUE;Communautés riveraines des sources et des ruisseaux de montagne calcaires, avec une riche flore arctico-montagnarde;Rares communautés pionnières alpines, périalpines, du nord des îles Britanniques et périarctiques, colonisant des substrats sédimentaires calcaires graveleux, sableux, pierreux, parfois un peu argileux ou tourbeux, imbibés d’eau froide, dans des moraines et sur les bords des sources, ruisselets, torrents glaciaires des étages alpin ou subalpin, ou sur les sables alluviaux des rivières claires, froides, à courant lent et des bras morts calmes. Les éléments les plus caractéristiques, avec une répartition boréo-arctique ou glaciaire relictuelle, sont [Carex bicolor], [Carex microglochin], [Carex maritima], [Carex atrofusca], [Carex vaginata], [Kobresia simpliciuscula], [Scirpus pumilus], [Juncus arcticus], [Juncus alpinoarticulatus], [Juncus castaneus], [Juncus triglumis], [Typha minima], [Typha lugdunensis], [Typha shuttleworthii], [Tofieldia pusilla]. Ces espèces sont souvent accompagnées de [Carex davalliana], [Carex dioica], [Carex capillaris], [Carex panicea], [Carex nigra], [Blysmus compressus], [Eleocharis quinqueflora], [Scirpus cespitosus], [Primula farinosa], [Equisetum variegatum], [Drepanocladus intermedius], [Campylium stellatum].;Basic mountain flushes and streamsides, with a rich arctic-montane flora
D4.21;D4.2;4;Niveau 4;TRUE;TRUE;Gazons arctico-alpins à [Kobresia simpliciuscula] et [Carex microglochin];Communautés des suintements et graviers humides artico-alpins, du système alpin et des montagnes fennoscandiennes, dominées par [Kobresia simpliciuscula] ou [Carex microglochin].;Arctoalpine [Kobresia simpliciuscula] and [Carex microglochin] swards
D4.22;D4.2;4;Niveau 4;TRUE;TRUE;Gazons riverains alpins à [Carex maritima] ([Carex incurva]);Rares communautés pionnières des bordures des moraines et des sources alimentées par des glaciers des étages subalpin et alpin des Alpes centrales, dominées par [Carex maritima] ([Carex juncifolia], [Carex incurva]), avec [Carex bicolor], [Carex atrofusca], [Juncus arcticus].;Alpine riverine [Carex maritima] ([Carex incurva]) swards
D4.23;D4.2;4;Niveau 4;TRUE;TRUE;Gazons riverains arctico-alpins à [Equisetum], [Typha] et [Juncus];Communautés des eaux froides à courants lents des régions alpines et préalpines et des montagnes fennoscandiennes, constituées de [Typha minima], [Typha shuttleworthii], [Juncus alpinus] ([Juncus alpinoarticulatus]), [Juncus arcticus], [Juncus castaneus], [Equisetum variegatum].;Arctoalpine riverine [Equisetum], [Typha] and [Juncus] swards
D4.24;D4.2;4;Niveau 4;FALSE;FALSE;;;British mica flushes
D4.25;D4.2;4;Niveau 4;FALSE;FALSE;;;Boreal [Carex atrofusca] swards
D4.26;D4.2;4;Niveau 4;FALSE;FALSE;;;Boreal marsh-fens
D4.261;D4.26;5;Niveau 5;FALSE;FALSE;;;[Eriophorum] marsh-fens
D4.262;D4.26;5;Niveau 5;FALSE;FALSE;;;Grass and forb marsh-fens
D4.263;D4.26;5;Niveau 5;FALSE;FALSE;;;[Carex] marsh-fens
D5;D;2;Niveau 2;TRUE;TRUE;Roselières sèches et cariçaies, normalement sans eau libre;Roselières et cariçaies constituant des habitats tourbeux terrestres, sans association étroite avec des eaux libres. Les cariçaies et roselières constituant une végétation émergente et de bordure des plans d’eau (C3.2) sont exclues de cette unité.;Sedge and reedbeds, normally without free-standing water
D5.1;D5;3;Niveau 3;TRUE;TRUE;Roselières normalement sans eau libre;Stations d’atterrissement de grands hélophytes [Poaceae], [Schoenoplectus] spp., [Typha] spp., de Prêles ou d’herbacées non-graminoïdes, généralement pauvres en espèces et souvent monospécifiques, se développant sur des sols gorgés d’eau. Elles sont classées selon les espèces dominantes, qui confèrent à chacune leur aspect caractéristique. Ces espèces croissent aussi comme végétation émergente et de bordure des plans d’eau (C3.2).;Reedbeds normally without free-standing water
D5.11;D5.1;4;Niveau 4;TRUE;TRUE;Phragmitaies normalement sans eau libre;Phragmitaies de la région paléarctique, sèches pendant une grande partie de l’année au moins, souvent envahies par d’autres espèces.;[Phragmites australis] beds normally without free-standing water
D5.111;D5.11;5;Niveau 5;TRUE;TRUE;Phragmitaies sèches d’eau douce;Phragmitaies non inondées de la région paléarctique, occupant des tourbières, des zones d’atterrissement des plans d’eau, des bords des cours d’eau et d’autres sols imbibés d’eau douce.;Dry freshwater [Phragmites] beds
D5.12;D5.1;4;Niveau 4;TRUE;TRUE;Scirpaies lacustres normalement sans eau libre;Communautés des bords des lacs, rivières et ruisseaux du domaine paléarctique dominées par [Scirpus lacustris], ne tolérant pas la sécheresse, tolérant la circulation d’eau, formant de ce fait les ceintures externes des roselières.;[Scirpus lacustris] beds normally without free-standing water
D5.13;D5.1;4;Niveau 4;TRUE;TRUE;Typhaies normalement sans eau libre;Communautés des bords des lacs, rivières et ruisseaux paléarctiques dominées par [Typha latifolia], [Typha angustifolia], [Typha domingensis], [Typha laxmannii], [Typha elephantina], généralement extrêmement pauvres en espèces et parfois quasi monospécifiques, résistant à des périodes prolongées d'assèchement, à des variations de salinité et à la pollution.;[Typha] beds normally without free-standing water
D5.131;D5.13;5;Niveau 5;TRUE;TRUE;Typhaies normalement sans eau libre à [Typha latifolia];Communautés des bords des lacs, rivières et ruisseaux paléarctiques dominées par [Typha latifolia], largement répandues.;[Typha latifolia] beds normally without free-standing water
D5.132;D5.13;5;Niveau 5;TRUE;TRUE;Typhaies normalement sans eau libre à [Typha angustifolia];Communautés des bords des lacs, rivières et ruisseaux paléarctiques dominées par [Typha angustifolia], comme celles de l’unité D5.231, largement répandues.;[Typha angustifolia] beds normally without free-standing water
D5.2;D5;3;Niveau 3;TRUE;TRUE;Formations à grandes Cypéracées normalement sans eau libre;Stations d’atterrissement de grands [Carex], [Cladium] et [Cyperus], généralement pauvres en espèces et souvent monospécifiques, se développant sur des sols gorgés d’eau. Ces espèces croissent aussi comme végétation émergente et de bordure des plans d’eau (C3.2).;Beds of large sedges normally without free-standing water
D5.21;D5.2;4;Niveau 4;TRUE;TRUE;Communautés de grands [Carex] (magnocariçaies);Communautés de Laîches sociales du genre [Carex], généralement dominées par une espèce, qui peut former des touradons ou des nappes. Elles sont classées en fonction de l'espèce dominante. Les espèces [Carex acutiformis], [Carex appropinquata], [Carex elata], [Carex paniculata], [Carex lasiocarpa] sont présentes. Végétation de l’alliance [Magnocaricion elatae].;Beds of large [Carex] spp.
D5.21A;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche de Buxbaum;Cariçaies à [Carex buxbaumii] des prairies humides, des bas-marais et des marais lacustres, sur des sols tourbeux, sableux ou argileux, légèrement acides, temporairement inondés et relativement riches en nutriments, de l’est de la France, du sud et de l’est de l’Allemagne, de la Pologne, de la Lituanie, des Alpes méridionales et des Apennins centraux.;Club sedge beds
D5.21B;D5.21;5;Niveau 5;TRUE;FALSE;;;Icelandic sedge beds
D5.211;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche distique;Formations de [Carex disticha] des prairies alluviales humides paléarctiques sur argile, et des tourbières se desséchant temporairement. Ces formations sont souvent en contact avec des prairies du [Calthion] et quelquefois placées dans cette alliance. Elles tolèrent une exondation d'assez longue durée et ont une flore compagne relativement riche.;Brown sedge beds
D5.212;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche des rives et communautés apparentées;Formations paléarctiques de la zone d’atterrissement des marécages, des étangs et des lacs sur des substrats principalement minéraux, neutres, basiques ou faiblement acides, dominées par des Laîches formant des nappes rhizomateuses, en particulier [Carex acuta], [Carex acutiformis] ou des espèces apparentées.;Slender tufted sedge beds and related communities
D5.2121;D5.212;6;Niveau 6;FALSE;TRUE;Cariçaies à Laîche pointue;Formations paléarctiques de [Carex acuta] des dépressions humides, alcalines ou légèrement acides, sur des sols minéraux. [Carex acuta] ne tolère pas l’exondation prolongée. Ces communautés se trouvent, en particulier, dans le nord de la France, aux Pays-Bas et en Belgique, en Europe centrale, s’étendant au sud jusqu’aux vallées de la Sava et de la Drava en Croatie et la vallée septentrionale de la Morava en Serbie et en Roumanie. Elles s’étendent également au nord jusqu’en Pologne, au district de Kaliningrad, en Lituanie et en Lettonie. On les trouve également au sud de la Scandinavie, dans le bassin du Dnieper en Ukraine septentrionale et dans le sud du Bélarus, dans la vallée inférieure de la Volga.;Slender tufted sedge beds
D5.2122;D5.212;6;Niveau 6;FALSE;TRUE;Cariçaies à Laîche des marais;Communautés paléarctiques dominées par [Carex acutiformis], plus tolérante à l’exondation que [Carex acuta], formant des nappes sur des sols mésotrophes, riches en bases, neutres à légèrement acides, tourbeux ou minéraux. Des nappes de grande étendue peuvent se former dans les bas-marais, souvent avec [Carex paniculata]. Elles sont également répandues le long des cours d’eau, bordant du côté terrestre les nappes de [Carex acuta] ou [Carex vesicaria], dans les plaines alluviales, les fossés et les dépressions des systèmes de prairies humides. Elles peuvent occuper des sites échappant presque complètement aux inondations périodiques.;Lesser pond sedge beds
D5.2123;D5.212;6;Niveau 6;FALSE;FALSE;;;Inn sedge beds
D5.2124;D5.212;6;Niveau 6;FALSE;FALSE;;;Banat sedge beds
D5.2125;D5.212;6;Niveau 6;FALSE;FALSE;;;Water sedge beds
D5.2126;D5.212;6;Niveau 6;TRUE;FALSE;;;Brotero sedge beds
D5.2127;D5.212;6;Niveau 6;TRUE;FALSE;;;[Carex melanostachya] beds
D5.2128;D5.212;6;Niveau 6;TRUE;TRUE;Cariçaies à [Carex hispida];Formations des zones d’atterrissement des marécages, étangs, lacs et fossés méditerranéens, dominées par [Carex hispida].;[Carex hispida] beds
D5.213;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche des rives;Formations de [Carex riparia], surtout caractéristiques des grandes vallées et des régions méridionales du domaine paléarctique, ne tolérant pas l’exondation. Elles se constituent sur des substrats minéraux ou légèrement tourbeux, souvent dans des zones inondées presque en permanence par de l’eau un peu calcaire.;Greater pond sedge beds
D5.214;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche vésiculeuse, Laîche à bec et Laîche filiforme;Communautés des zones d’atterrissement du domaine paléarctique dominées par [Carex vesicaria], [Carex rostrata] ou [Carex lasiocarpa], caractéristiques des sols modérément à fortement acides, inondés de façon assez constante, et des bas-marais acides.;Bottle, bladder and slender sedge beds
D5.2141;D5.214;6;Niveau 6;TRUE;TRUE;Cariçaies à Laîche à bec;Cariçaies d’atterrissement à Laîche à bec du domaine paléarctique, caractéristiques en particulier des régions continentales, dominées par [Carex rostrata], formant des nappes denses, vigoureuses, florifères, sur des substrats méso-oligotrophes généralement très humides.;Bottle sedge beds
D5.2142;D5.214;6;Niveau 6;TRUE;TRUE;Cariçaies à Laîche vésiculeuse;Formations paléarctiques de [Carex vesicaria], généralement caractéristiques de sites moins oligotrophes que les précédents. [Carex vesicaria], néanmoins, accompagne souvent [Carex rostrata], formant alors la bordure extérieure, plus sèche, de la cariçaie.;Bladder sedge beds
D5.2143;D5.214;6;Niveau 6;TRUE;TRUE;Cariçaies à Laîche filiforme;Communautés d’atterrissement du domaine paléarctique dominées par [Carex lasiocarpa], caractéristiques des eaux dystrophes à mésotrophes avec des fluctuations faibles à modérées du niveau d’eau, sur des substrats tourbeux faiblement à modérément acides ou gyttyas. Elles sont répandues surtout en Eurasie septentrionale et continentale, avec des représentants en Europe atlantique, particulièrement en Irlande et, sous forme de reliques glaciaires rares, dans les zones alpines.;Slender sedge beds
D5.215;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche raide et Laîche gazonnante;Formations paléarctiques dominées par la grande [Carex elata], formant des touradons, ou par des espèces apparentées.;Tufted sedge and sward sedge tussocks
D5.2151;D5.215;6;Niveau 6;TRUE;TRUE;Cariçaies à Laîche raide;Formations de gros touradons, souvent serrés, de [Carex elata], des sols alcalins ou eutrophes, tourbeux ou organiques du domaine paléarctique. [Carex elata] est notamment l'un des éléments constituants des communautés de Laîches riches en espèces des bas-marais alcalins. L’espèce est aussi typique des plaines alluviales des grandes rivières lentes.;Tufted sedge tussocks
D5.2152;D5.215;6;Niveau 6;TRUE;FALSE;;;Sward sedge tussocks
D5.216;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche paniculée;Formations de grands touradons, généralement espacés, de [Carex paniculata], des stations alcalines à acides, généralement mésotrophes, souvent un peu ombragées, habituellement sur des sols tourbeux, du domaine paléarctique, y compris des bois marécageux. [Carex paniculata] est aussi un constituant des cariçaies des bas-marais alcalins riches en espèces.;Greater tussock sedge tussocks
D5.217;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche paradoxale et Laîche arrondie;Formations d’atterrissement des lacs, étangs et marais paléarctiques dominées par [Carex appropinquata] ([Carex paradoxa]) ou [Carex diandra].;Smaller tussock sedge tussocks
D5.218;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche faux-souchet;Cariçaies du domaine Paléarctique dominées par [Carex pseudocyperus], surtout caractéristiques des sols tourbeux, légèrement acides, dans des stations très humides.;Cyperus sedge tussocks
D5.219;D5.21;5;Niveau 5;TRUE;TRUE;Cariçaies à Laîche des renards ou à Laîche cuivrée;Formations du domaine Paléarctique dominées par [Carex vulpina] ou [Carex otrubae], sur sols argileux, eutrophes, pauvres en humus, inondés pendant une partie de l'année.;Fox sedge tussocks
D5.2191;D5.219;6;Niveau 6;TRUE;TRUE;Cariçaies à Laîche des renards;Formations du domaine Paléarctique de la très grande [Carex vulpina].;True fox sedge tussocks
D5.2192;D5.219;6;Niveau 6;FALSE;TRUE;Cariçaies à Laîche cuivrée;Formations du domaine paléarctique de [Carex otrubae], espèce souvent moins robuste que [Carex vulpina].;False fox sedge tussocks
D5.22;D5.2;4;Niveau 4;FALSE;FALSE;;;Tall [Cyperus] beds, other than [Cyperus papyrus]
D5.221;D5.22;5;Niveau 5;FALSE;FALSE;;;Common galingale beds
D5.23;D5.2;4;Niveau 4;FALSE;FALSE;;;[Cyperus papyrus] swamps
D5.231;D5.23;5;Niveau 5;FALSE;FALSE;;;Cyane papyrus swamp
D5.24;D5.2;4;Niveau 4;FALSE;TRUE;Bas-marais à [Cladium mariscus];Formations à [Cladium mariscus], riches en espèces et assez ouvertes des bas-marais alcalins et parfois acides, accompagnées d’un cortège du [Caricion davallianae] ou du [Caricion lasiocarpae]. Ces formations sont en sérieux déclin dans toute leur aire de répartition. Espèces typiques : [Molinia caerulea], [Schoenus nigricans], [Schoenus ferrugineus], [Eriophorum latifolium], etc. Les formations fermées sont pauvres en espèces.;Fen [Cladium mariscus] beds
D5.25;D5.2;4;Niveau 4;FALSE;FALSE;;;Valencia [Cladium] islands
D5.3;D5;3;Niveau 3;TRUE;TRUE;Zones marécageuses dominées par [Juncus effusus] ou d’autres grands [Juncus];Populations de grandes espèces du genre [Juncus] envahissant des zones marécageuses fortement pâturées ou piétinées, ou (avec [Juncus effusus]) des bas-marais acides et des tourbières hautes eutrophisées, notamment dans le voisinage de colonies d'oiseaux. Cette unité exclut les jonchaies des prairies humides surpâturées (E3.4), où le sol est gorgé d’eau pendant moins de la moitié de l’année.;Swamps and marshes dominated by [Juncus effusus] or other large [Juncus] spp.
D6;D;2;Niveau 2;FALSE;TRUE;Marais continentaux salés et saumâtres et roselières;Zones humides salées, avec une végétation lâche ou continue. Elles sont les analogues continentaux des marais salés littoraux et des roselières halophiles (A2.5). Les habitats salés plus secs sont classés comme des steppes salées continentales (E6) ou des brousses salées (F6.8).;Inland saline and brackish marshes and reedbeds
D6.1;D6;3;Niveau 3;TRUE;TRUE;Marais salés continentaux;Prés salés et gazons à [Salicornia] et autres [Chenopodiaceae] des bassins continentaux d’eau salée de la zone némorale. Les marais salés continentaux médio-européens, communautés remarquables et très menacées, comprennent un petit nombre de stations isolées des régions suivantes : Saxe et Basse-Saxe, Schleswig-Holstein, Thuringe, Hesse, Lorraine, Auvergne, les Midlands et la Pologne sud-orientale (vallée inférieure de la Nida).;Inland saltmarshes
D6.11;D6.1;4;Niveau 4;TRUE;TRUE;Prairies continentales européennes à [Puccinellia distans];Prairies à [Puccinellia distans] et [Puccinellia limosa] occupant les niveaux inférieurs des bassins salifères continentaux de la zone némorale d’Europe occidentale et centrale, avec des périodes d’inondation assez prolongées. Les espèces caractéristiques comprennent [Hordeum geniculatum], [Plantago tenuiflora], [Camphorosma annua] et [Juncus gerardi].;Interior European [Puccinellia distans] meadows
D6.12;D6.1;4;Niveau 4;TRUE;TRUE;Formations des marais salés continentaux européens à [Juncus gerardi] et [Elymus repens];Formations dominées par [Juncus gerardi] ou [Elymus repens], avec [Triglochin maritima], [Glaux maritima], [Melilotus dentata], des niveaux supérieurs des bassins salifères continentaux de la zone némorale d’Europe occidentale et centrale, sur des sols humides, moins salins.;Interior European saltmarsh [Juncus gerardi] and [Elymus repens] beds
D6.13;D6.1;4;Niveau 4;FALSE;FALSE;;;Interior European [Halimione pedunculata] beds
D6.14;D6.1;4;Niveau 4;FALSE;FALSE;;;Swards of Carpathian travertine concretions
